Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir,WindSpeed,Humidity,Pressure,Cloud,Temp,RainToday,RainTomorrow
Witchcliffe,13.9,18.6,1.6,,,WSW,33,SSW,15,53,1017.8,,17.1,Yes,Yes
Cairns,24.1,33.2,9.2,7,9.7,ENE,35,E,28,57,1010.4,5,31.6,Yes,Yes
Richmond,5.7,15.5,0,,,SE,33,SSE,22,61,1028.3,8,13.8,No,Yes
Darwin,17.1,33,0,8,11.5,ENE,35,NW,24,31,1012.2,1,30.2,No,No
Sydney,10.6,17.3,0,4,1.7,,,N,22,69,1010.5,5,16.6,No,No
Moree,17.4,31.2,0,8,11.2,NE,31,SSE,13,33,1014.9,4,30.3,No,No
Hobart,13.3,19.9,6,6.8,6.8,ESE,43,SE,19,53,1002.1,7,16,Yes,Yes
NorfolkIsland,15.8,21.1,0,5.6,11,S,39,S,26,63,1015.7,,20.6,No,No
Uluru,6.6,21.6,0,,,ESE,31,E,17,33,1018.7,,20.4,No,No
Adelaide,9.9,15.3,5.4,1.2,4.2,W,52,WNW,22,62,1016.8,,14.8,Yes,No
NorfolkIsland,18.4,23,0,8.6,6.4,S,48,SSE,30,56,1011.2,7,21.6,No,Yes
NorahHead,12,18,10.6,,,SSE,44,SSE,31,79,1027.6,,15.8,Yes,Yes
Walpole,6.4,15.3,0.8,,,SSW,20,SE,7,84,1023.6,,12.3,No,Yes
NorfolkIsland,18.1,22.3,0,5,9.8,SSE,39,SE,24,60,1017.6,3,20.7,No,No
Walpole,12.3,18.5,11.6,,,NW,56,NW,28,80,1002.5,,15,Yes,Yes
Canberra,11.6,15.3,8.8,,,,,ESE,13,80,1013.7,7,14.3,Yes,Yes
Katherine,25,39.8,0,9.8,,WNW,37,WNW,9,,1005.2,,,No,Yes
Perth,15.5,34.1,0,11.4,12.7,ENE,37,S,13,16,1014.7,1,33.7,No,No
Perth,9.1,22,0,2.8,8.5,NNW,30,NW,13,61,1008.1,5,20.9,No,Yes
NorfolkIsland,19.6,25.8,0,6,12.5,E,39,E,28,74,1022,3,24.8,No,No
GoldCoast,21.6,28.1,0,,,E,31,E,20,56,1013.5,,26.5,No,Yes
Dartmoor,6.9,12.8,3.2,,,S,39,SSW,20,66,1013.3,,11.5,Yes,No
Richmond,6.6,16.2,0.6,,,SE,19,WSW,2,79,1026.5,,15,No,Yes
WaggaWagga,-0.4,15.9,0,2.6,9.5,W,28,WSW,15,34,1015.4,1,15.4,No,Yes
SalmonGums,17.4,32.6,2.2,,,SSW,50,WSW,19,45,,,28.3,Yes,Yes
SydneyAirport,13.6,22.6,0,5.6,6.1,NNE,41,NE,22,48,1023.1,2,21.6,No,No
MountGambier,10.4,25.9,0,6,7.5,SE,48,E,17,32,1014,5,24.6,No,Yes
Ballarat,17.3,24.2,0,,,NE,39,E,17,59,1003.4,,22.7,No,No
SydneyAirport,,27.6,,,5.5,ESE,56,ENE,35,,1018,7,,,Yes
WaggaWagga,4.7,23.1,0,3.2,10.7,ESE,17,WNW,7,29,1027.9,6,22.4,No,No
Melbourne,10.6,22.5,1,3.2,9.9,N,52,N,35,37,1018.3,,21.6,No,No
NorahHead,15.8,18.7,0,,,S,33,SSW,15,92,1013.8,,16.1,No,Yes
GoldCoast,10.6,25.2,0,,,NNE,20,NNE,15,62,1020.7,,24.2,No,No
Albury,8.5,18.9,0.2,,,SE,19,SE,13,72,1019,4,18.5,No,No
PerthAirport,17.1,24,3,3.2,6.7,WSW,41,WSW,28,58,1010.7,7,23.3,Yes,No
SydneyAirport,10.4,19.1,0,4,9,SSW,56,S,31,57,1016.2,1,19,No,No
Portland,7.1,16,0,,,NNW,13,W,7,62,1029.6,8,14.3,No,No
Portland,9.8,15.9,3.6,0,5.6,W,48,WNW,24,58,1020.2,4,15.3,Yes,Yes
Ballarat,9.3,12.9,9.8,,,N,56,NNW,37,99,1002.3,8,11,Yes,Yes
Albany,11.8,18.4,1.4,2.4,4.7,,,NW,13,77,1017.5,7,16.8,Yes,Yes
NorfolkIsland,15.1,22.5,0,2.8,6.5,NNE,35,NE,17,68,1015,7,20.3,No,Yes
Perth,11.6,19,8.2,4.4,5.4,SSW,41,WSW,13,83,1010.4,5,16.2,Yes,Yes
Townsville,24.1,31.6,0,12.8,12.3,NE,41,ENE,31,54,1011.3,1,29.8,No,No
BadgerysCreek,16.1,17.3,3,,,SSW,20,SSW,9,96,1023.1,,16.6,Yes,Yes
SydneyAirport,16.5,23.8,9.6,3,3.8,SSW,37,S,13,81,1025,6,21.1,Yes,Yes
Sale,-1,12.6,0.8,,,WNW,31,W,19,63,1032.5,3,11,No,No
Sydney,11.7,21,0,1.4,7.6,NNW,24,ENE,4,60,1020.2,5,20.3,No,No
Witchcliffe,7.4,17.2,0,,,N,31,N,11,70,1029.4,,15.7,No,No
PearceRAAF,3.6,19.1,,,9.3,SW,48,E,7,45,1017.1,3,18.5,,Yes
CoffsHarbour,19.3,27.5,1.7,2.3,,SSE,26,SSE,19,75,1016.5,2,26.8,Yes,No
GoldCoast,16.2,21.5,8.8,,,NNE,56,ESE,17,91,1019.3,,18.9,Yes,Yes
Albany,9.1,15.4,10.6,7.4,8.5,,,WNW,15,67,1001,6,13.8,Yes,Yes
SalmonGums,4.6,16.2,0,,,WNW,31,SSW,19,57,,,13.7,No,No
MountGambier,2.9,15.6,0.2,0.6,4.3,SW,28,E,7,83,1026.4,6,12.9,No,No
Albany,18.1,22.1,0,6.8,3.9,,,E,30,74,1010.5,8,19.8,No,Yes
CoffsHarbour,13.3,17.9,1.6,1.2,4.6,WSW,31,S,13,63,1016.1,5,17.6,Yes,No
Penrith,14.6,23,43.8,,,SW,41,SSE,7,82,,,20.9,Yes,No
Sale,7.2,23.3,0,,,E,37,E,22,44,1012.6,,22.9,No,No
GoldCoast,22.3,28.1,1.6,,,N,35,ESE,17,91,1015.4,,24,Yes,Yes
Cairns,24.8,31.8,0,7,6.6,NNE,28,NNE,13,66,1009.1,3,30.3,No,No
NorahHead,18.8,25.7,0,,,NE,31,ENE,11,73,1014.8,,24.6,No,No
Ballarat,5,12,1.2,,,W,44,SSW,26,96,1018,8,11.2,Yes,Yes
CoffsHarbour,22,27,1.8,,,N,33,NNE,17,82,1015.7,8,25.3,Yes,No
GoldCoast,12.5,22,0,,,S,26,WNW,17,77,1014.6,,19.1,No,Yes
Richmond,16.9,23.6,6.2,0.6,,NE,19,NW,11,79,1013.4,,22.8,Yes,Yes
Brisbane,22.1,31.4,0,5.2,,NNE,22,NNE,7,54,1010.5,1,29.9,No,No
WaggaWagga,12.5,23.6,0,3,1.7,WNW,54,NNW,9,55,1010.5,7,23.2,No,Yes
Nhil,1,11.9,0.2,,,S,48,SSW,28,77,1024.1,,11.3,No,No
Moree,9.1,24.3,0,4.6,10.5,E,30,SE,9,27,1024.6,3,23.7,No,No
Darwin,26.8,34,0,6.8,8,NNW,30,NNE,13,72,1005.8,5,30.9,No,Yes
MelbourneAirport,11.6,15.2,15.4,2.4,3.2,SW,69,SSW,15,94,1011.6,8,12.2,Yes,Yes
NorahHead,20.1,28.9,0,,,NE,44,NE,20,65,1009.4,,27.4,No,No
Mildura,22,32.8,0,10,2.3,N,65,NNE,30,27,1009.6,8,30.8,No,Yes
Dartmoor,15.4,16.6,17.8,13.6,3.4,SW,50,SW,28,96,1012.3,,13.9,Yes,Yes
Cobar,9,17,3.2,0,,NE,28,N,15,46,1018,8,16,Yes,Yes
Dartmoor,12.2,23.2,0,4.6,5.2,WSW,50,NW,22,53,1002.5,,21,No,Yes
Sydney,20.3,24.9,2.2,2.4,6.3,,,E,13,59,1017.6,4,24.4,Yes,No
CoffsHarbour,15,22.6,0,,9.2,NE,37,NE,26,56,1022.3,1,21.6,No,No
Moree,22.4,37.7,0,42.4,12.6,SW,63,NW,9,15,1012.6,1,36.1,No,No
WaggaWagga,23.7,40.5,0,12,10.6,NW,52,WNW,28,10,1011.2,4,39.4,No,No
Launceston,1.6,11.1,0.2,,,S,30,SSW,11,42,,4,10.4,No,No
Mildura,13.6,15.8,12.4,10.6,0.5,SSW,39,SSW,13,87,1007.4,8,15.6,Yes,Yes
AliceSprings,7.6,22.1,0,2.2,9.9,SE,37,S,13,34,1019.9,2,21.8,No,No
Townsville,24.5,31.4,0,11,11.2,ENE,39,ENE,30,47,1013.1,1,30.1,No,No
Nuriootpa,6.3,16,0,0.7,7.1,NNW,59,NW,31,46,1002.2,6,15.1,No,Yes
Dartmoor,8.8,12.9,15.4,1.8,0,WSW,63,SW,35,99,1009.9,,12,Yes,Yes
Sale,8.2,20.1,0,,,ENE,28,E,9,79,1005.7,7,15.3,No,Yes
Woomera,15,28.4,0,14.6,13.1,SSE,54,S,20,23,1012.3,0,25.5,No,No
Perth,17.6,30.6,0,12,13.2,SW,41,SW,17,47,1015.1,0,28,No,No
Williamtown,4.7,19.5,0,2.4,10,S,24,S,17,63,1027.7,1,18.5,No,Yes
Williamtown,17.6,28.1,0,6.8,11.5,E,50,ENE,33,55,1014.6,2,27,No,No
Williamtown,17.2,23.7,24.6,3,3.5,,,S,30,76,1020.8,7,22.5,Yes,Yes
SydneyAirport,14.4,21.3,20.8,2.8,6.9,SSW,57,SSW,39,66,1015.6,7,21,Yes,Yes
MountGinini,9.7,14.9,3.6,,,NNW,76,NW,33,99,,,13.1,Yes,Yes
Wollongong,10.9,16.5,4.6,,,S,39,S,24,68,1029.1,3,16.1,Yes,No
Launceston,-1.5,14.7,0,,,E,15,E,6,50,1013.7,,13.4,No,No
SalmonGums,16.7,39.9,0,,,SSW,50,SW,24,36,,,27.7,No,No
Canberra,10.1,18,14.6,5.2,1.3,N,76,N,50,89,985.5,8,17.4,Yes,Yes
Mildura,11.2,28.6,0,4,8.7,ESE,26,NNE,13,19,1019.4,0,28,No,No
Townsville,13.6,26.9,0,7.4,7,ESE,28,ENE,17,53,1014.5,7,24.3,No,No
Nuriootpa,8.7,23.1,0,3.8,11.8,NNE,37,ENE,20,28,1022.4,0,22.1,No,No
Canberra,0.9,14.2,0,1.4,7.7,NNW,20,WNW,9,44,1028.5,,13.5,No,No
Katherine,24.9,38,5,9,,SSE,33,NW,7,48,1005.1,5,36,Yes,Yes
Sydney,15.5,25.4,0,6.8,11.3,,,E,19,57,1018.6,2,23.8,No,No
CoffsHarbour,17.3,28.1,0,4.4,11.6,NE,35,E,19,60,1014.6,1,26.7,No,Yes
Witchcliffe,,20.5,,,,SW,39,SW,15,56,1018,,18.4,,No
Mildura,12.6,26.1,3.4,2.4,9.9,NW,70,N,11,35,1006.6,5,24.9,Yes,Yes
Darwin,25.9,32,0.6,7.8,6.3,WNW,31,WNW,19,66,1005.9,6,31.2,No,Yes
Sale,4.6,25.2,0,2.6,8.5,WNW,30,NNW,11,41,1021.8,,24.8,No,No
Bendigo,10.9,14.7,0.8,3.4,,SW,50,N,7,94,1009,8,12.9,No,Yes
Penrith,12.6,24,6.6,,,SW,43,WSW,15,30,,,23.1,Yes,No
Albany,10,16,0.2,2.4,6.6,,,NW,6,78,995.1,8,14,No,Yes
Ballarat,7.3,13.5,0,,,N,43,N,28,70,1014.6,7,12.5,No,No
Sydney,14.6,23.9,0,5,8.4,SSW,39,SSW,15,33,1016,6,23.2,No,Yes
Albury,12.6,21,3.6,,,SW,44,SSW,20,43,1001.8,7,19.8,Yes,No
Watsonia,6.6,16.2,0,3.6,7.1,ENE,39,NNE,17,53,1016.7,7,16.2,No,No
Dartmoor,14,19.2,0.8,3.2,5.4,S,43,S,26,77,1017.4,,16.9,No,Yes
Cobar,16.3,30.5,0,8,,E,44,ESE,15,23,1017,4,29.1,No,No
Perth,18.3,33,0,9.4,11.7,SSW,33,S,17,34,1014.4,1,30.8,No,No
MountGambier,5.4,15.5,0.4,0.8,4.1,N,33,N,15,77,1019.5,7,14.1,No,No
Watsonia,6.5,17,2.8,0.8,4.4,N,48,NNW,22,61,1015.7,7,16.7,Yes,Yes
Williamtown,10.5,21,,,,WNW,30,SSE,19,48,1018.7,1,19.5,,Yes
Dartmoor,11.7,25.6,0,5.4,11.6,SSW,30,SSW,13,46,1019.9,,24,No,No
Moree,1,16.8,0,3.8,6.1,E,26,SSE,7,39,1019.8,6,15.7,No,Yes
SalmonGums,2.6,24.5,0,,,S,35,SE,13,29,,,23.9,No,No
Tuggeranong,19.7,25.6,0.6,,,W,26,W,6,82,1011.5,,19.9,No,Yes
Cobar,8.7,15,2.6,,,NE,24,WNW,13,77,1020.3,8,13.5,Yes,No
Dartmoor,2.6,16.9,0,,,NNW,19,NW,7,67,1023.1,,16.5,No,No
WaggaWagga,-0.5,17.3,0,,,SE,24,ENE,9,44,1029.2,,16.7,No,No
GoldCoast,12.4,23.5,0,,,SSE,44,SE,35,49,1023.9,,21.3,No,No
Nhil,21.7,25.2,0,,,SSW,39,SE,17,48,1008.5,,24.9,No,No
Wollongong,10.9,16.6,0,,,NW,50,WSW,13,65,1019,8,14.3,No,No
Albury,-0.7,16.2,0,,,SE,13,SE,4,48,1032.8,,15.6,No,No
Sydney,18.5,23.1,6.6,9.4,2.4,,,SE,19,73,1012.1,7,21.5,Yes,Yes
Sydney,10,20,0,6.8,11,W,52,W,24,32,1015.7,2,19.7,No,No
Albany,17.9,22.2,0.2,3.8,3.9,,,,,,1021.3,,,No,No
Albury,7.3,24.5,0,,,WSW,35,W,20,39,1015.7,,23.6,No,No
Moree,13.3,16.6,5,2.6,0.3,NE,33,NE,22,94,1011.4,8,15.2,Yes,Yes
Cairns,24.4,31.1,0.2,6,7.2,SE,54,SE,33,62,1007.2,6,29.2,No,Yes
GoldCoast,21.7,31.3,0,,,SE,52,SE,22,87,1006.8,,23.6,No,Yes
Brisbane,13.4,22.5,0.4,3.8,9.2,E,33,E,15,42,1024.6,2,21.4,No,No
Canberra,5.4,17.2,0,,,NNW,37,NW,28,62,1021.9,,15.2,No,No
Sale,6,18.5,0,1.6,7.2,WSW,43,S,17,74,1002.6,7,14.1,No,Yes
Witchcliffe,13.5,25,1,,,SSW,35,SSW,19,49,1011.6,,23.8,No,No
Sydney,11.5,21.7,0,2.8,9.3,ESE,37,SE,24,53,1019.6,5,18.7,No,No
Sydney,19.9,27.1,0,6.6,9.6,NNE,39,E,24,66,1014.1,,25.6,No,Yes
Tuggeranong,8.1,31.5,0,,,N,30,NW,15,28,1008.8,,30.7,No,No
Moree,5.4,21.4,0,,,SSW,28,S,17,47,1021.6,5,20.1,No,No
Canberra,9.5,24.7,0,,,ENE,50,ESE,11,35,1018.8,2,23,No,No
Tuggeranong,2.3,14.5,0,,,NNW,46,WSW,26,48,1007,,13.3,No,No
Moree,17.6,26.7,0,,,SSW,54,WSW,13,63,1009.7,8,23.2,No,Yes
Sale,5.9,13.5,0.2,,,WNW,24,W,13,74,1026.6,7,12.4,No,No
Cobar,16.7,29.9,4.4,6.2,,ENE,41,NE,24,38,1012.5,2,28.9,Yes,Yes
Penrith,5.1,22.2,0,,,NE,19,NNE,7,28,,,22,No,No
Woomera,10.5,25.7,0,3.8,10.4,NNE,28,N,15,21,1019.3,0,25.3,No,No
Newcastle,17.2,28.5,0,,,,,NE,19,56,,4,28.5,No,No
PerthAirport,11.1,15.8,0,1.4,4.8,W,65,WSW,28,54,1010.1,7,14.8,No,No
Witchcliffe,9.9,15.9,8.2,,,W,37,WNW,15,52,1019.9,,15.2,Yes,Yes
NorahHead,14.7,19.1,5.2,,,NNE,59,NNE,31,90,1023.7,,16.2,Yes,Yes
Canberra,-0.9,14.3,0,,,SE,26,NNW,4,49,1032,,13.3,No,No
Melbourne,8.3,20.4,0,1.4,8.9,NNW,37,NNW,24,45,1025.7,6,20,No,No
Albury,18.9,32.6,0,,,WSW,52,SSE,15,40,1008,,29.9,No,Yes
Bendigo,2.3,15.5,0,1.2,,NNE,65,NNE,35,48,1006.3,,15.1,No,Yes
Mildura,6.9,17.6,0,5.6,2.5,NNE,33,N,17,58,1006.8,8,16.3,No,Yes
NorahHead,19.4,26.7,0.2,,,NNE,56,NNE,26,71,1010.7,,24,No,Yes
Nuriootpa,4,15.5,0,1.6,6.7,WNW,48,WNW,24,42,1015.8,6,14.5,No,No
Tuggeranong,-0.9,15.8,0,,,WNW,37,WNW,24,44,1013.9,,14.3,No,No
Adelaide,12.1,17.3,4.4,3,,WSW,30,WNW,15,77,1022.6,,15.6,Yes,Yes
Williamtown,14.6,34.9,0,,,ENE,41,ENE,24,38,1009.4,,32.4,No,No
Canberra,13.7,26.8,0,4.8,9.3,NNW,31,WNW,17,33,1021,5,25.1,No,No
SydneyAirport,10.8,19,0,3,0.7,WSW,46,WSW,24,39,1015.8,7,17.5,No,No
Ballarat,4.5,9.5,4.2,,,NNW,61,N,39,93,1008.5,8,8.8,Yes,Yes
WaggaWagga,3.3,15.8,0,,,WSW,24,WSW,11,54,1022.8,,15.6,No,No
Melbourne,14.8,20.5,,4.8,4.1,SSE,43,S,28,55,1007.5,,18.6,,Yes
PerthAirport,15.4,24.8,0.4,6.6,11.2,WSW,39,WSW,22,49,1014.7,2,23.9,No,No
Katherine,21.2,31.3,0,5.6,,ESE,39,ENE,15,,1010.9,7,30.5,No,No
Newcastle,10.7,21.7,0,,,,,SE,9,80,,8,17,No,No
Bendigo,13.2,27.4,0.4,1.8,,W,30,N,13,42,1018,5,26.4,No,Yes
CoffsHarbour,13.6,17.8,4.4,2.2,2.6,SSW,41,SSW,28,71,1031.9,7,16.6,Yes,Yes
Mildura,17.6,37.8,0,11,12,NNE,35,NW,11,9,1009.3,5,36,No,No
Cairns,20.6,30.3,0,8,,NE,30,N,15,58,1008.4,,28.6,No,No
WaggaWagga,4.4,12.9,22.2,4.2,7.4,WSW,61,WSW,28,53,1008.7,5,10.8,Yes,No
PerthAirport,21,27.1,0,8,10.6,SW,46,WSW,30,49,1009.5,1,25.8,No,No
SydneyAirport,13.3,18.5,1,1.8,0,S,50,E,20,63,1023.7,8,16.6,No,Yes
Wollongong,12.1,18.3,0,,,N,65,NNE,20,85,1014.6,7,15.9,No,Yes
Darwin,26.2,34.7,0,7.4,4.1,SSW,35,W,15,72,1009.1,7,27.9,No,No
Katherine,23.9,33,36.4,10.2,,SE,43,WNW,9,,1003.8,,,Yes,Yes
Cairns,21.4,26.2,0,5,2.1,SE,43,SE,28,59,1017,7,25.1,No,No
Perth,16.7,33.6,0,8.4,11,SE,33,ESE,11,25,1018,2,32.9,No,No
Woomera,17.2,37.7,0,10.4,0,NNE,50,WNW,24,9,1012.8,,36.5,No,No
Cairns,22.8,28.2,0,6.8,0.7,SE,31,SE,13,69,1013.3,7,26.7,No,No
Cairns,23.1,30.6,37.4,6,2.5,,,SE,33,67,1009.9,7,28.8,Yes,Yes
Dartmoor,11.9,35.6,0,8,13.9,WNW,44,NNW,19,16,1008.3,,33.9,No,No
Bendigo,7.3,17.7,0,,,SW,52,SW,24,48,1012.9,8,15.5,No,Yes
Portland,12,30.5,0,4,10.2,,,N,13,25,1019.1,4,29.7,No,No
WaggaWagga,3.8,14.6,0.2,3,6.7,WNW,70,W,43,41,1010,6,13.2,No,No
Dartmoor,7.5,12.5,0.6,,,ESE,44,E,15,82,1013.2,,11.7,No,Yes
Walpole,14.5,20.5,0,,,SSW,31,SSE,11,72,1025.7,,18.2,No,No
Moree,14.7,27.8,0,,,ESE,30,SSE,13,31,1016.6,8,27.1,No,No
PerthAirport,13.9,33.1,0,6.2,11.6,E,72,NW,30,62,1012.2,4,22.9,No,Yes
Ballarat,4.7,11.2,0,,,NNE,72,NNE,44,67,1005.3,,9.9,No,Yes
Albury,16.8,27.2,0,,,WSW,31,NW,11,50,1007.7,1,25,No,No
Penrith,20.1,40,0,,,ENE,26,SE,6,31,,,36.9,No,No
Williamtown,14.3,18.5,,,,SSE,59,WSW,22,93,1013.7,8,15.4,,Yes
Richmond,20.1,36.5,0,,,NE,72,ENE,11,32,1010.9,,36.1,No,Yes
NorahHead,7.9,14.8,1.6,,,SSE,70,S,31,70,1027.5,,13.9,Yes,Yes
Wollongong,15.3,23.1,0,,,NW,50,WNW,19,37,1001.1,1,22.5,No,No
Mildura,6.3,19.4,0,4,8.8,NW,24,WNW,13,38,1020.5,3,19.2,No,No
Launceston,11.5,17.4,43,,,SSE,54,SSE,24,76,,6,16.6,Yes,Yes
CoffsHarbour,17,26,4.2,,,SSW,57,S,30,56,1011.4,8,24.5,Yes,No
Wollongong,16.6,18,1.2,,,SSW,41,S,31,91,1017.6,8,17.2,Yes,Yes
Canberra,9.7,22.1,0.2,7.2,12.9,NNW,50,NNW,28,42,1003.9,2,21.4,No,No
Mildura,3.1,20.4,0,2.6,9.7,ESE,33,SSE,7,30,1024.7,3,19.5,No,No
Adelaide,19.5,33,0,,,WNW,33,W,17,28,1011.7,,32.9,No,No
Mildura,5.3,19.6,0,1.8,1,N,35,NNW,17,28,1020,7,18.8,No,No
Williamtown,13.3,18.5,30.6,,0,SSE,50,SE,24,62,1020.5,8,18.1,Yes,Yes
Perth,12.2,29.5,0,6,11.5,NNE,28,E,9,25,1018.6,1,28.9,No,No
Moree,9.1,29.1,0,8.2,11.3,NNE,33,NW,11,30,1015.5,4,28.4,No,No
Hobart,10.1,22.7,0,4.8,9.2,NNW,48,WNW,24,33,1012.1,6,20,No,No
Brisbane,9.6,22.4,0.4,0.6,9.8,WSW,24,SW,6,35,1015.9,1,22.2,No,No
Cairns,24.3,32.2,10.4,,,SE,46,ESE,30,64,1006.1,1,31.5,Yes,Yes
Townsville,27.5,34.7,0,8,11,ENE,35,ENE,26,68,1009.8,2,32.5,No,Yes
PerthAirport,11.9,24.2,0,4.4,8,WSW,35,WSW,20,64,1013.5,7,22.7,No,Yes
Mildura,7,20.3,0,6.4,10.6,W,50,WNW,20,21,1015.8,0,19.7,No,No
Perth,7.3,23.8,0,5.2,9.5,SW,35,SW,15,42,1019.8,7,21.3,No,No
PerthAirport,14.7,24.7,0.2,3,8.7,N,37,WNW,22,50,1009.6,6,24.2,No,Yes
PerthAirport,17.2,25.4,4.2,1,0,NE,48,NE,15,92,1012.5,8,20.9,Yes,Yes
SydneyAirport,11.8,21.3,0,4,10.2,W,39,S,22,58,1021.8,1,19.3,No,No
Portland,9.8,14.6,13.6,,,W,70,W,24,73,1017.4,8,13.6,Yes,No
CoffsHarbour,17.6,24.1,45.2,2.2,0,SSE,44,E,11,87,1014.8,8,21.4,Yes,Yes
SydneyAirport,10.5,16.7,0.4,3.8,0.6,ENE,61,NE,13,87,1024.3,8,16.2,No,Yes
MelbourneAirport,6.8,12.9,0.2,1.8,0,N,54,NNE,19,81,1011.2,8,12.6,No,Yes
Hobart,11.1,18.7,2.2,4.2,0.5,SE,24,SE,15,74,1014.3,7,17.1,Yes,Yes
CoffsHarbour,7,21.3,0,,,WSW,24,ESE,15,56,1027.8,,19.8,No,No
Newcastle,13.8,26,0,,,,,SE,4,63,,0,24.5,No,No
NorfolkIsland,14.8,18.6,8,4,7.4,SSW,54,SSW,31,63,1008.1,3,17.7,Yes,No
Penrith,5.6,22.6,0,,,SW,37,SSW,7,41,,,20.6,No,No
Katherine,7.1,31.8,0,5.6,,E,37,E,20,,1013,0,31,No,No
Walpole,8.1,15.4,31.2,,,,70,,28,,1011,,13.1,Yes,Yes
MountGinini,13.8,26.7,0,,,WSW,80,WSW,33,17,,,21.2,No,No
Ballarat,14,26.1,1.6,,,S,48,S,24,44,1020.6,,24,Yes,No
Walpole,12.8,19.9,0.2,,,SSW,41,SSE,11,93,1016.9,,14.2,No,Yes
Albury,16.9,29,0,,,NE,31,NE,15,38,1019.1,1,26.8,No,Yes
GoldCoast,22.4,30.8,0.6,,,SSE,54,SSE,33,97,1012.7,,25.4,No,No
Ballarat,10.5,16.2,0,,,N,59,NNW,28,84,1000.8,8,13.5,No,Yes
Watsonia,7.2,13.2,10,2.6,2.3,S,50,WSW,20,82,1011.5,7,12.1,Yes,Yes
Woomera,23.5,35.5,0,14.6,7.1,W,57,SSW,13,16,1007.6,4,33.8,No,Yes
Woomera,15.4,22.7,0,11.4,1,ESE,50,SE,26,18,1019.6,8,22.1,No,No
MountGambier,12.3,30.5,6,1.8,7.8,NW,70,NNE,19,38,1001.7,7,28.7,Yes,Yes
Canberra,0.5,13.4,0.2,2.8,,NW,46,WNW,24,55,1009.8,8,11.6,No,No
Canberra,13.3,22.7,0,6.6,6.6,ENE,44,ENE,24,44,1012,6,21.6,No,Yes
Woomera,8.3,24.8,0,,,SW,33,SSW,13,20,1016.7,,23.2,No,No
Penrith,11.1,30.2,0,,,NW,63,N,20,30,,,28.6,No,Yes
Cobar,8.5,10.1,1,2,,SW,44,SW,20,90,1012.9,8,8.5,No,Yes
Sydney,14.4,21.2,0,4.8,8.5,ENE,37,ENE,22,49,1020.2,1,21,No,No
Richmond,17.4,39.1,0,,,ENE,33,ENE,19,32,1010.7,,37.7,No,No
Melbourne,11.2,19.2,,4.6,9.8,SW,67,WSW,33,27,1016,,18.2,,Yes
Witchcliffe,13.7,19.5,12.6,,,WNW,30,NW,9,87,1014.4,,15.8,Yes,Yes
Watsonia,7,13.4,1.8,5,8.8,W,57,W,26,53,1012,7,11.8,Yes,Yes
Hobart,4.2,17.9,0,3,7.7,SW,50,SSW,19,40,1015.6,7,16.6,No,No
Perth,20.4,26.4,0,8.8,11.3,SW,35,WSW,17,56,1010.7,4,23,No,Yes
Bendigo,15.9,27.7,0,,,SSW,39,SSW,24,45,1010.9,2,23.4,No,No
Richmond,13.7,29.7,0,6,,SW,57,SE,19,91,1017.4,,18.6,No,Yes
GoldCoast,15.7,22.5,0.8,,,SSE,72,SSE,33,78,1026.7,,20.1,No,Yes
Canberra,5.9,11.5,0,,,WNW,59,WNW,30,57,1009.6,8,8.4,No,No
Hobart,11.6,16.9,0,4,0,N,31,NNE,11,69,1021.3,,16.8,No,Yes
Adelaide,12.9,20.7,0,,,N,44,WSW,15,56,996.7,,17.7,No,Yes
Cairns,20.6,26.9,10.4,4.4,4.4,SSE,56,SE,30,69,1014.6,4,25.5,Yes,Yes
MountGambier,4.4,12,2.6,0.8,0,E,35,NE,19,87,1007.3,8,11.2,Yes,Yes
Moree,24.8,39.9,0,14.8,9.3,NNE,50,N,19,27,1004.6,5,38.1,No,No
Newcastle,17,19.6,3.6,,,,,SE,9,100,,8,17,Yes,Yes
MountGambier,13.1,26.3,0.2,1.6,1.6,NNW,57,NW,24,47,1002.3,8,24.3,No,Yes
Brisbane,19.9,29.2,0,6.4,10.7,E,28,ENE,13,55,1016.5,3,27.6,No,No
Williamtown,6,19,0,10.4,,WNW,35,S,17,52,1020.4,7,17.8,No,No
Witchcliffe,17.1,25.3,0,,,SSW,31,SSE,15,59,1012.7,,24.1,No,No
Adelaide,18.3,28.1,15.6,1,11.4,NW,33,WNW,17,42,1005.6,,26.7,Yes,No
Dartmoor,5,13.4,6.8,2.8,10.2,SW,63,WSW,26,75,1023.9,,10.1,Yes,Yes
Moree,7.5,16.8,0,4.2,10.1,SW,41,SW,28,39,1019.1,1,16.5,No,No
Launceston,10.1,17.7,0,,,NW,52,NNW,26,63,1003.8,,15.4,No,Yes
Canberra,-3.5,7.5,,,,,,NW,30,85,1004.1,8,4.9,,Yes
Cairns,21,28.2,0,6.6,7.2,SE,48,SE,35,50,1015.1,5,26.7,No,No
Moree,0.2,17.2,0,3.4,10.1,WSW,31,SW,15,30,1021.2,5,16.5,No,No
Darwin,24.2,34.1,0,7,10.1,S,35,SSE,19,46,1005.3,7,33.3,No,No
Newcastle,15.8,24.4,32.4,,,,,,0,86,,5,20,Yes,No
Portland,8.6,20.8,0,5.8,14.1,ESE,54,SE,20,57,1006.4,,18.9,No,No
Dartmoor,11.1,16.3,13.4,1.8,6.3,NNW,61,NNE,26,78,997.6,,15.8,Yes,Yes
